Block,Lot,Ward,Sect,CityTax,StateTax,ResCode,AmountDue,CouncilDistrict
65,49,16,160,0.0,0.0,0,0.0,9
65,50,16,160,0.0,0.0,0,0.0,9
1845,64,2,60,3132.97,156.09,1,1702.98,1
65,61,16,160,0.0,0.0,0,0.0,9
1845,28,2,60,8401.52,418.58,1,4170.17,1
1845,9,2,60,8877.35,442.29,1,864.71,1
1845,25,2,60,7684.41,382.85,1,1761.67,1
1845,43,2,60,5240.83,261.11,0,2753.26,1
1845,49,2,60,28984.97,1444.09,0,4105.88,1
4120,63,9,160,674.4,33.6,0,802.02,14
4123,43,9,160,1126.25,56.11,0,1331.94,14
4123A,43,9,160,674.4,33.6,0,802.02,14
4127,43,9,170,995.86,49.62,0,1148.84,14
4127,52,9,170,112.4,5.6,0,142.9,14
4129,17,9,170,337.2,16.8,0,406.5,14
65,71,16,160,0.0,0.0,0,0.0,9
65,72,16,160,0.0,0.0,0,0.0,9
65,73,16,160,0.0,0.0,0,0.0,9
65,74,16,160,0.0,0.0,0,0.0,9
65,75,16,160,22.48,1.12,0,0.0,9
1849,13,1,50,3791.63,188.91,1,3813.28,1
65,77,16,160,0.0,0.0,0,0.0,9
1849,31,1,50,11024.93,549.28,0,11574.22,1
174,43,20,140,67.44,3.36,0,79.08,9
174,49,20,140,562.0,28.0,0,659.12,9
66,1,16,160,0.0,0.0,0,0.0,9
1138,108,8,80,337.2,16.8,0,395.46,12
66,4,16,160,0.0,0.0,0,0.0,9
66,5,16,160,0.0,0.0,0,0.0,9
66,6,16,160,0.0,0.0,0,0.0,9
1849,21,1,50,4349.14,216.68,1,2175.78,1
1849,23,1,50,4009.69,199.77,1,2012.88,1
4169,1,8,20,22.48,1.12,0,37.4,12
4171,31,8,20,22.48,1.12,0,37.4,12
66,9,16,160,316.97,15.79,0,0.0,9
4171,53,8,20,22.48,1.12,0,37.4,12
66,11,16,160,67.44,3.36,0,0.0,9
4171,57,8,20,22.48,1.12,0,37.4,12
66,13,16,160,0.0,0.0,0,0.0,9
4171,106,8,20,67.44,3.36,0,90.12,12
4171,116,8,20,22.48,1.12,0,37.4,12
4171,146,8,20,157.36,7.84,0,195.62,12
66,17,16,160,0.0,0.0,0,0.0,9
66,20,16,160,0.0,0.0,0,0.0,9
1851,3,1,50,20868.93,1039.73,0,11177.32,1
66,22,16,160,0.0,0.0,0,0.0,9
66,23,16,160,0.0,0.0,0,0.0,9
66,24,16,160,0.0,0.0,0,0.0,9
66,25,16,160,0.0,0.0,0,0.0,9
66,26,16,160,0.0,0.0,0,0.0,9
2386,1,16,240,67.44,3.36,0,79.08,9
66,28,16,160,67.44,3.36,0,0.0,9
2386,001C,16,240,269.76,13.44,0,316.38,9
1851,002C,1,50,9587.72,477.68,1,4739.0,1
1851,002O,1,50,9606.45,478.61,1,4629.34,1
1851,002R,1,50,9439.35,470.29,1,4556.68,1
1853,7,1,50,4462.28,222.32,1,2230.12,1
1853,10,1,50,3847.83,191.71,1,980.63,1
66,33,16,160,67.44,3.36,0,0.0,9
4171,163,8,20,337.2,16.8,0,406.5,12
66,034A,16,160,899.2,44.8,0,0.0,9
66,35,16,160,0.0,0.0,0,0.0,9
4171,167,8,20,67.44,3.36,0,90.12,12
4171,169,8,20,337.2,16.8,0,406.5,12
66,38,16,160,0.0,0.0,0,0.0,9
66,39,16,160,0.0,0.0,0,0.0,9
66,40,16,160,0.0,0.0,0,0.0,9
4171,178,8,20,337.2,16.8,0,406.5,12
4175,9,8,260,67.44,3.36,0,90.12,12
66,45,16,160,0.0,0.0,0,0.0,9
180,22,19,60,412.13,20.53,0,483.36,9
66,49,16,160,22.48,1.12,0,0.0,9
66,50,16,160,0.0,0.0,0,0.0,9
2388,15,16,230,674.4,33.6,0,790.98,9
66,52,16,160,0.0,0.0,0,0.0,9
66,53,16,160,0.0,0.0,0,0.0,9
66,54,16,160,0.0,0.0,0,0.0,9
66,55,16,160,0.0,0.0,0,0.0,9
66,56,16,160,0.0,0.0,0,0.0,9
66,57,16,160,0.0,0.0,0,0.0,9
2388,033D,16,230,674.4,33.6,0,790.98,9
1854,17,1,60,6398.55,318.79,1,3167.19,1
3971G,32,27,390,3396.73,169.23,1,1681.26,3
2528J,70,16,60,1865.84,92.96,1,1994.24,8
66,58,16,160,0.0,0.0,0,0.0,9
66,59,16,160,0.0,0.0,0,0.0,9
66,60,16,160,0.0,0.0,0,0.0,9
4175,14,8,260,67.44,3.36,0,90.12,12
66,62,16,160,0.0,0.0,0,0.0,9
66,63,16,160,0.0,0.0,0,0.0,9
66,64,16,160,0.0,0.0,0,0.0,9
66,65,16,160,0.0,0.0,0,0.0,9
4177,17,8,260,22.48,1.12,0,37.4,13
67,2,16,160,899.2,44.8,0,0.0,9
67,3,16,160,899.2,44.8,0,0.0,9
67,4,16,160,899.2,44.8,0,0.0,9
67,5,16,160,899.2,44.8,0,0.0,9
67,6,16,160,899.2,44.8,0,0.0,9
67,7,16,160,899.2,44.8,0,0.0,9
4177,30,8,260,337.2,16.8,1,369.59,13
4178K,67,8,250,1429.73,71.23,1,1558.7,13
4179,1,26,350,2486.29,123.87,0,2927.02,13
4179C,190,26,350,2008.21,100.05,1,2161.7,13
66,61,16,160,22.48,1.12,0,26.36,9
4179S,34,26,330,1855.34,92.44,1,1950.16,13
67,14,16,160,0.0,0.0,0,0.0,9
4292,85,27,230,786.8,39.2,1,851.49,
1854,74,1,60,4714.8,234.9,1,2359.72,1
1854,84,1,60,5945.22,296.2,1,2711.9,1
1855,10,1,70,5530.82,275.56,1,2750.54,1
70,12,16,50,269.76,13.44,1,0.0,9
70,13,16,50,269.76,13.44,0,0.0,9
70,14,16,50,269.76,13.44,0,0.0,9
70,15,16,50,269.76,13.44,0,0.0,9
70,16,16,50,269.76,13.44,0,0.0,9
497,132,11,120,2248.0,112.0,1,0.0,
195,47,19,60,92.17,4.59,0,116.32,9
4157,16,8,20,562.0,28.0,0,670.16,12
4157,17,8,20,562.0,28.0,0,670.16,12
4158,6,8,20,562.0,28.0,0,670.16,12
4164A,37,8,20,562.0,28.0,0,670.16,12
71,14,16,50,269.76,13.44,0,0.0,9
71,17,16,50,269.76,13.44,0,0.0,9
71,18,16,50,269.76,13.44,1,0.0,9
1855,73,1,70,5380.97,268.09,1,53.52,1
71,21,16,50,269.76,13.44,0,0.0,9
71,22,16,50,269.76,13.44,0,0.0,9
71,23,16,50,269.76,13.44,0,0.0,9
71,24,16,50,269.76,13.44,0,0.0,9
2394,41,16,230,112.4,5.6,0,131.86,9
71,26,16,50,269.76,13.44,0,0.0,9
1855,36,1,70,5296.29,263.87,1,2638.56,1
1855,40,1,70,5975.93,297.73,1,2964.36,1
1855,63,1,70,5814.83,289.71,1,2886.98,1
1855,67,1,70,4831.69,240.72,1,2413.67,1
71,28,16,50,67.44,3.36,0,0.0,9
71,29,16,50,269.76,13.44,0,0.0,9
71,30,16,50,269.76,13.44,1,0.0,9
71,31,16,50,269.76,13.44,1,0.0,9
71,32,16,50,269.76,13.44,1,0.0,9
71,33,16,50,269.76,13.44,0,0.0,9
4164B,36,8,20,67.44,3.36,0,90.12,12
71,35,16,50,269.76,13.44,0,0.0,9
71,36,16,50,67.44,3.36,0,0.0,9
71,37,16,50,269.76,13.44,0,0.0,9
4164B,55,8,20,337.2,16.8,0,406.5,12
71,39,16,50,269.76,13.44,0,0.0,9
71,40,16,50,269.76,13.44,0,0.0,9
72,27,16,40,316.97,15.79,0,0.0,9
2400,31,15,60,809.28,40.32,1,844.67,7
4165,15,8,20,337.2,16.8,0,406.5,14
215,38,19,130,3601.3,179.42,0,1078.12,9
4165,16,8,20,67.44,3.36,0,90.12,14
4165,49,8,20,562.0,28.0,0,670.16,14
4165,60,8,20,22.48,1.12,0,37.4,14
2400,8,15,60,67.44,3.36,0,79.08,7
2409A,18,16,190,935.17,46.59,0,1068.41,9
72,39,16,40,316.97,15.79,1,0.0,9
1855,92,1,70,4600.91,229.23,1,2274.13,1
1856,15,1,70,4602.4,229.3,1,2304.15,1
1856,19,1,70,4758.27,237.07,1,2379.81,1
1856,22,1,70,4008.93,199.73,1,3536.34,1
4166B,19,8,20,337.2,16.8,0,406.5,14
4166C,18,8,20,562.0,28.0,1,358.62,14
71,66,16,50,67.44,3.36,0,0.0,9
71,67,16,50,269.76,13.44,1,0.0,9
71,68,16,50,269.76,13.44,1,0.0,9
4166C,34,8,20,562.0,28.0,0,670.16,14
71,70,16,50,269.76,13.44,0,0.0,9
71,71,16,50,269.76,13.44,0,0.0,9
71,72,16,50,269.76,13.44,1,0.0,9
1856,31,1,70,5882.27,293.07,1,5834.06,1
71,74,16,50,269.76,13.44,0,0.0,9
71,75,16,50,269.76,13.44,1,0.0,9
71,76,16,50,67.44,3.36,0,0.0,9
71,77,16,50,269.76,13.44,0,0.0,9
4168,7,8,20,67.44,3.36,0,90.12,12
71,79,16,50,269.76,13.44,0,0.0,9
1857,1,1,70,3590.8,178.9,1,3634.26,1
71,84,16,50,269.76,13.44,1,0.0,9
71,86,16,50,269.76,13.44,0,0.0,9
71,87,16,50,269.76,13.44,1,0.0,9
1879,46,1,110,4423.32,220.38,1,2315.32,1
1856,39,1,70,4729.05,235.61,1,2363.53,1
2401B,41,15,60,67.44,3.36,0,79.08,7
2401B,47,15,60,809.28,40.32,1,266.06,7
2402,42,15,60,67.44,3.36,0,79.08,7
1857,30,1,70,5431.91,270.63,1,66.25,1
71,90,16,50,269.76,13.44,1,0.0,9
1857,11,1,70,3296.31,164.23,1,3351.82,1
1857,31,1,70,5562.29,277.12,1,2937.48,1
2402,46,15,60,472.08,23.52,1,508.12,7
71,94,16,50,67.44,3.36,0,0.0,9
4256,9,28,10,1897.31,94.53,1,1945.11,5
1857,35,1,70,3534.6,176.1,1,3580.36,1
72,1,16,40,899.2,44.8,0,0.0,
72,001A,16,40,899.2,44.8,0,0.0,
72,69,16,40,316.97,15.79,0,0.0,9
1857,36,1,70,3525.61,175.65,1,3571.74,1
4256,50,28,10,2119.86,105.62,1,2290.01,5
72,72,16,40,67.44,3.36,0,0.0,9
72,75,16,40,0.0,0.0,0,0.0,9
72,78,16,40,316.97,15.79,0,0.0,9
72,80,16,40,67.44,3.36,0,0.0,9
73,1,16,40,11927.89,594.27,0,0.0,9
73,16,16,40,0.0,0.0,0,0.0,9
2402,56,15,60,67.44,3.36,0,79.08,7
2402,58,15,60,44.96,2.24,0,52.72,7
1857,42,1,70,3997.69,199.17,1,2013.92,1
1857,46,1,70,6995.03,348.51,1,1650.44,1
1859,4,1,120,6538.69,325.77,1,3234.6,1
270,53,20,80,337.2,16.8,0,406.5,9
72,4,16,40,899.2,44.8,0,0.0,
72,004B,16,40,899.2,44.8,1,0.0,
72,004C,16,40,1079.04,53.76,1,0.0,
72,5,16,40,899.2,44.8,1,0.0,
4265,7,28,20,112.4,5.6,0,142.9,5
4265,8,28,20,103.41,5.15,0,132.32,5
72,6,16,40,1079.04,53.76,0,0.0,
72,006B,16,40,899.2,44.8,0,0.0,
4265,9,28,20,96.66,4.82,0,124.4,5
72,7,16,40,899.2,44.8,1,0.0,
72,007B,16,40,1079.04,53.76,0,0.0,
72,007C,16,40,1079.04,53.76,1,0.0,
72,8,16,40,899.2,44.8,0,0.0,
72,008B,16,40,899.2,44.8,0,0.0,
72,008C,16,40,1079.04,53.76,0,0.0,
72,9,16,40,899.2,44.8,0,0.0,
72,009A,16,40,1079.04,53.76,0,0.0,
72,009B,16,40,1079.04,53.76,1,0.0,
4511C,032B,27,210,1348.8,67.2,0,1592.94,5
72,010A,16,40,899.2,44.8,0,0.0,
72,010B,16,40,899.2,44.8,1,0.0,
72,011A,16,40,1079.04,53.76,0,0.0,
72,011B,16,40,899.2,44.8,0,0.0,
72,12,16,40,899.2,44.8,1,0.0,
72,012A,16,40,899.2,44.8,1,0.0,
72,012B,16,40,1079.04,53.76,0,0.0,
72,013A,16,40,899.2,44.8,1,0.0,
72,013B,16,40,1079.04,53.76,1,0.0,
72,14,16,40,899.2,44.8,1,0.0,
72,014A,16,40,899.2,44.8,0,0.0,
72,014B,16,40,1079.04,53.76,0,0.0,
4190A,41,8,240,2221.02,110.66,1,928.92,13
72,015A,16,40,1079.04,53.76,0,0.0,
72,015B,16,40,1079.04,53.76,1,0.0,
72,16,16,40,899.2,44.8,1,0.0,
72,016A,16,40,899.2,44.8,1,0.0,
72,016B,16,40,1079.04,53.76,0,0.0,
72,17,16,40,899.2,44.8,0,0.0,
72,017A,16,40,899.2,44.8,0,0.0,
72,20,16,40,316.97,15.79,0,0.0,9
72,21,16,40,316.97,15.79,0,0.0,9
72,23,16,40,316.97,15.79,1,0.0,9
72,24,16,40,316.97,15.79,0,0.0,9
72,25,16,40,67.44,3.36,0,0.0,9
299,43,14,50,22.48,1.12,0,24.52,
83,75,16,50,269.76,13.44,0,0.0,9
83,78,16,50,269.76,13.44,0,0.0,9
1862,43,2,60,3144.21,156.65,0,16.23,
1862,44,2,60,2015.71,100.43,0,10.41,
1862,45,2,60,2564.23,127.76,0,13.23,
4429H,25,27,230,2380.63,118.61,1,1539.7,5
4459,32,27,220,3050.54,151.98,1,1452.91,5
72,42,16,40,316.97,15.79,0,0.0,9
72,43,16,40,316.97,15.79,0,0.0,9
72,44,16,40,0.0,0.0,0,0.0,9
4502,43,28,10,2425.59,120.85,1,2486.83,5
1864,66,1,60,10035.81,500.0,0,10535.82,1
72,47,16,40,316.97,15.79,0,0.0,9
72,49,16,40,316.97,15.79,0,0.0,9
72,50,16,40,316.97,15.79,0,0.0,9
72,51,16,40,316.97,15.79,1,0.0,9
72,52,16,40,316.97,15.79,0,0.0,9
72,53,16,40,316.97,15.79,1,0.0,9
249,85,18,70,269.76,13.44,0,316.38,9
2403,51,15,60,809.28,40.32,1,860.07,7
1874A,35,2,60,10385.76,517.44,1,3642.48,
1874A,40,2,60,4358.87,217.17,1,4265.78,
2404,37,15,60,22.48,1.12,0,26.36,7
72,62,16,40,316.97,15.79,0,0.0,9
72,63,16,40,316.97,15.79,1,0.0,9
72,64,16,40,316.97,15.79,0,0.0,9
72,65,16,40,316.97,15.79,0,0.0,9
1864,55,1,60,5811.82,289.56,1,1590.6,1
1864,63,1,60,6791.95,338.39,1,1435.98,1
1874A,34,2,60,4821.22,240.2,1,4685.51,
1874A,170,2,60,12364.0,616.0,1,6055.11,
4292,121,27,230,786.8,39.2,1,851.49,
4293,19,27,230,24476.97,1219.49,0,27976.02,5
72,68,16,40,316.97,15.79,0,0.0,9
76,16,16,120,67.44,3.36,0,0.0,9
76,17,16,120,0.0,0.0,0,0.0,9
76,18,16,120,0.0,0.0,0,0.0,9
76,19,16,120,0.0,0.0,0,0.0,9
76,20,16,120,0.0,0.0,0,0.0,9
4313,16,27,230,2345.41,116.85,1,2527.4,5
4318,807,27,230,1026.59,51.15,1,1105.49,
4356,15,27,220,4484.76,223.44,1,2356.44,5
4400,22,27,220,5036.26,250.92,1,1125.0,5
76,25,16,120,67.44,3.36,0,0.0,9
76,26,16,120,0.0,0.0,0,0.0,9
4421B,4,27,230,2941.13,146.53,1,3147.31,5
76,28,16,120,0.0,0.0,0,0.0,9
76,29,16,120,899.2,44.8,0,0.0,9
4426C,6,27,230,2824.23,140.71,1,2914.08,5
76,32,16,120,0.0,0.0,0,0.0,9
76,33,16,120,67.44,3.36,0,0.0,9
76,35,16,120,0.0,0.0,0,0.0,9
76,36,16,120,0.0,0.0,0,0.0,9
76,37,16,120,0.0,0.0,0,0.0,9
76,38,16,120,0.0,0.0,0,0.0,9
276,98,19,90,1348.8,67.2,1,208.49,9
73,17,16,40,0.0,0.0,0,0.0,9
73,18,16,40,0.0,0.0,0,0.0,9
73,19,16,40,0.0,0.0,0,0.0,9
73,20,16,40,0.0,0.0,0,0.0,9
73,21,16,40,0.0,0.0,0,0.0,9
73,22,16,40,67.44,3.36,0,0.0,9
271,14,20,90,337.2,16.8,0,406.5,9
4511C,032C,27,210,1348.8,67.2,0,1592.94,5
4511D,021B,27,210,1348.8,67.2,1,1445.32,5
4511D,62,27,210,1348.8,67.2,1,1445.32,5
73,27,16,40,0.0,0.0,0,0.0,9
4511D,86,27,210,1348.8,67.2,1,1445.32,5
4511H,19,27,210,1348.8,67.2,0,1592.94,5
73,31,16,40,0.0,0.0,0,0.0,9
73,32,16,40,0.0,0.0,0,0.0,9
73,33,16,40,0.0,0.0,0,0.0,9
73,34,16,40,0.0,0.0,0,0.0,9
73,35,16,40,316.97,15.79,0,0.0,9
73,40,16,40,22.48,1.12,0,0.0,9
73,41,16,40,0.0,0.0,0,0.0,9
73,42,16,40,0.0,0.0,0,0.0,9
2406,68,15,60,67.44,3.36,0,79.08,7
2406,69,15,60,472.08,23.52,0,553.68,7
1869,67,1,120,6004.41,299.15,1,2978.11,1
1869,79,1,120,4638.37,231.09,1,2322.12,1
4511H,53,27,210,1348.8,67.2,1,578.6,5
4526A,12,27,210,472.08,23.52,0,564.72,5
73,47,16,40,0.0,0.0,0,0.0,9
4527,1,27,210,1756.43,87.51,0,987.79,5
74,16,16,110,0.0,0.0,0,0.0,9
74,17,16,110,0.0,0.0,0,0.0,9
4527,44,27,210,779.31,38.83,1,836.87,5
74,19,16,110,0.0,0.0,0,0.0,9
74,21,16,110,0.0,0.0,0,0.0,9
272,3,20,100,674.4,33.6,0,790.98,9
74,25,16,110,67.44,3.36,1,0.0,9
74,26,16,110,0.0,0.0,0,0.0,9
74,28,16,110,899.2,44.8,0,0.0,9
74,29,16,110,301.23,15.01,1,5.05,9
74,31,16,110,0.0,0.0,0,0.0,9
74,32,16,110,0.0,0.0,0,0.0,9
74,33,16,110,0.0,0.0,0,0.0,9
74,34,16,110,0.0,0.0,0,0.0,9
74,35,16,110,0.0,0.0,0,0.0,9
2409A,45,16,190,112.4,5.6,0,131.86,9
74,37,16,110,0.0,0.0,0,0.0,9
1870,89,1,120,6128.79,305.35,1,3033.76,1
1913,14,22,110,10011.09,498.77,1,4317.21,11
1915,13,24,10,9597.45,478.16,1,4705.62,11
1915,17,24,10,3402.73,169.53,1,1604.39,11
73,50,16,40,67.44,3.36,0,0.0,9
73,51,16,40,316.97,15.79,0,0.0,9
73,52,16,40,0.0,0.0,0,0.0,9
73,53,16,40,0.0,0.0,0,0.0,9
73,54,16,40,0.0,0.0,0,0.0,9
73,55,16,40,0.0,0.0,0,0.0,9
73,56,16,40,0.0,0.0,0,0.0,9
73,57,16,40,0.0,0.0,0,0.0,9
73,58,16,40,0.0,0.0,0,0.0,9
73,59,16,40,0.0,0.0,0,0.0,9
73,60,16,40,0.0,0.0,0,0.0,9
73,61,16,40,22.48,1.12,0,0.0,9
73,62,16,40,0.0,0.0,0,0.0,9
73,63,16,40,0.0,0.0,0,0.0,9
4533,36,27,190,1126.25,56.11,1,1197.45,5
1673,47,6,20,2310.94,115.14,0,2520.82,13
74,3,16,110,0.0,0.0,0,0.0,9
74,4,16,110,0.0,0.0,0,0.0,9
74,5,16,110,0.0,0.0,0,0.0,9
74,6,16,110,316.97,15.79,0,0.0,9
4536A,113,27,190,67.44,3.36,0,90.12,5
4536A,121,27,190,67.44,3.36,0,90.12,5
272,32,20,100,22.48,1.12,0,26.36,9
1870,90,1,120,5730.89,285.52,1,2846.76,1
2018B,59,24,100,5658.22,281.9,1,2716.43,11
2018B,62,24,100,4104.85,204.51,1,2049.18,11
4536A,124,27,190,67.44,3.36,0,90.12,5
74,14,16,110,0.0,0.0,0,0.0,9
74,15,16,110,0.0,0.0,0,0.0,9
77,31,16,120,0.0,0.0,0,0.0,9
4543A,36,27,210,67.44,3.36,0,90.12,5
77,33,16,120,316.97,15.79,0,0.0,9
77,35,16,120,316.97,15.79,0,0.0,9
77,37,16,120,316.97,15.79,0,0.0,9
77,39,16,120,67.44,3.36,0,0.0,9
77,40,16,120,316.97,15.79,0,0.0,9
274,28,20,120,67.44,3.36,0,79.08,9
77,45,16,120,316.97,15.79,0,0.0,9
77,46,16,120,316.97,15.79,0,0.0,9
77,47,16,120,0.0,0.0,0,0.0,9
77,48,16,120,0.0,0.0,0,0.0,9
77,49,16,120,0.0,0.0,0,0.0,9
77,50,16,120,316.97,15.79,0,0.0,9
77,51,16,120,316.97,15.79,0,0.0,9
77,52,16,120,0.0,0.0,0,0.0,9
77,53,16,120,316.97,15.79,0,0.0,9
77,44,16,120,316.97,15.79,1,0.0,9
1891,22,1,90,7798.31,388.53,1,2756.1,1
1892,53,1,100,5527.09,275.37,1,2748.89,1
74,38,16,110,0.0,0.0,0,0.0,9
274,39,20,120,337.2,16.8,0,406.5,9
74,40,16,110,0.0,0.0,0,0.0,9
4502,74,28,10,2310.94,115.14,1,1270.51,5
4502,122,28,10,2304.2,114.8,1,2470.26,5
74,43,16,110,0.0,0.0,0,0.0,9
74,44,16,110,316.97,15.79,0,0.0,9
74,45,16,110,0.0,0.0,0,0.0,9
74,46,16,110,0.0,0.0,0,0.0,9
74,47,16,110,0.0,0.0,0,0.0,9
74,48,16,110,0.0,0.0,0,0.0,9
6069,3,26,260,2290.71,114.13,1,2411.49,2
74,50,16,110,0.0,0.0,0,0.0,9
74,51,16,110,0.0,0.0,0,0.0,9
74,52,16,110,0.0,0.0,0,0.0,9
78,8,16,150,316.97,15.79,1,0.0,9
78,9,16,150,316.97,15.79,1,0.0,9
6069,63,26,260,2378.38,118.5,1,1001.04,2
78,11,16,150,67.44,3.36,0,0.0,9
78,13,16,150,67.44,3.36,1,0.0,9
78,16,16,150,22.48,1.12,0,0.0,9
78,17,16,150,316.97,15.79,0,0.0,9
2424B,40,16,190,112.4,5.6,0,131.86,9
1902E,136,1,90,3894.28,194.02,1,1874.71,
1902E,205,1,90,8345.32,415.78,1,4017.36,
74,53,16,110,0.0,0.0,0,0.0,9
74,54,16,110,67.44,3.36,1,0.0,9
4747B,28,27,190,573.24,28.56,0,683.34,6
4747B,39,27,190,2267.49,112.97,1,2039.78,6
74,57,16,110,0.0,0.0,0,0.0,9
1881,24,1,110,3689.71,183.83,1,1159.48,1
4747C,2,27,190,2446.57,121.89,1,1326.75,6
74,60,16,110,22.48,1.12,0,0.0,9
74,62,16,110,0.0,0.0,0,0.0,9
4747D,24,27,190,2505.01,124.8,1,2657.0,6
4747E,13,27,190,2292.22,114.2,1,1022.49,6
274,60,20,120,67.44,3.36,0,79.08,9
4759,185,27,690,2697.6,134.4,1,3.06,
1882,27,1,80,4314.65,214.96,1,2208.25,1
1886,56,1,100,3700.95,184.39,1,3739.9,1
74,70,16,110,0.0,0.0,0,0.0,9
74,71,16,110,0.0,0.0,0,0.0,9
74,72,16,110,0.0,0.0,0,0.0,9
74,73,16,110,0.0,0.0,0,0.0,9
74,74,16,110,0.0,0.0,0,0.0,9
74,75,16,110,0.0,0.0,0,0.0,9
74,76,16,110,0.0,0.0,0,0.0,9
74,77,16,110,0.0,0.0,0,0.0,9
74,78,16,110,0.0,0.0,0,0.0,9
74,79,16,110,0.0,0.0,0,0.0,9
1882,24,1,80,5605.01,279.25,1,2786.25,1
74,80,16,110,0.0,0.0,0,0.0,9
74,81,16,110,0.0,0.0,0,0.0,9
74,82,16,110,0.0,0.0,0,0.0,9
74,83,16,110,0.0,0.0,0,0.0,9
74,84,16,110,0.0,0.0,0,0.0,9
74,85,16,110,0.0,0.0,0,0.0,9
74,86,16,110,404.64,20.16,0,0.0,9
75,1,16,110,22.48,1.12,0,0.0,9
2426,1,15,50,674.4,33.6,0,802.02,7
4793,33,27,190,2769.54,137.98,1,2224.62,6
4798,17,27,190,2666.87,132.87,1,2850.13,6
4804A,23,27,180,2212.03,110.21,1,1901.74,6
75,9,16,110,0.0,0.0,0,0.0,9
75,10,16,110,316.97,15.79,0,0.0,9
75,11,16,110,0.0,0.0,0,0.0,9
75,13,16,110,0.0,0.0,0,0.0,9
275,50,19,90,562.0,28.0,0,613.04,9
275,14,19,90,1240.9,61.82,0,1455.36,9
75,6,16,110,301.23,15.01,0,314.73,9
75,18,16,110,0.0,0.0,0,0.0,9
1893,22,1,100,5830.57,290.49,1,57.83,1
2426,3,15,50,22.48,1.12,0,26.36,7
1893,20,1,100,6070.34,302.44,1,2501.7,1
1893,24,1,100,5829.81,290.45,1,2478.38,1
1893,26,1,100,4008.93,199.73,1,1531.44,1
1893,35,1,100,3419.95,170.39,1,778.36,1
75,43,16,110,0.0,0.0,0,0.0,9
275,54,19,90,112.4,5.6,0,142.9,9
1893,36,1,100,6082.35,303.04,1,3842.62,1
275,63,19,90,954.66,47.56,0,1130.68,9
75,47,16,110,0.0,0.0,0,0.0,9
275,66,19,90,112.4,5.6,0,142.9,9
275,65,19,90,532.03,26.51,1,506.2,9
75,54,16,110,0.0,0.0,0,0.0,9
275,67,19,90,112.4,5.6,0,142.9,9
75,56,16,110,22.48,1.12,0,0.0,9
4804A,28,27,180,2267.49,112.97,1,2433.44,6
4804B,16,27,180,2529.74,126.04,1,1049.44,6
7643,27,25,50,613.7,30.58,0,730.8,10
275,60,19,90,1097.02,54.66,0,1286.62,9
75,62,16,110,0.0,0.0,0,0.0,9
7643,46,25,50,1461.2,72.8,0,1724.74,10
75,65,16,110,0.0,0.0,0,0.0,9
75,68,16,110,0.0,0.0,0,0.0,9
75,69,16,110,0.0,0.0,0,0.0,9
75,70,16,110,0.0,0.0,0,0.0,9
1893,30,1,100,6886.37,343.09,1,2688.01,1
76,2,16,120,0.0,0.0,0,0.0,9
4544A,23,27,210,22.48,1.12,0,37.4,5
4544B,4,27,210,779.31,38.83,1,836.87,5
4552,58,27,210,472.08,23.52,0,564.72,5
76,6,16,120,0.0,0.0,0,0.0,9
76,7,16,120,0.0,0.0,0,0.0,9
4573,002G,27,200,719.36,35.84,0,854.74,6
4575,5,27,200,382.16,19.04,0,459.22,6
76,10,16,120,0.0,0.0,0,0.0,9
76,11,16,120,0.0,0.0,0,0.0,9
4576,7,27,200,67.44,3.36,0,90.12,6
4576,15,27,200,382.16,19.04,0,459.22,6
76,14,16,120,0.0,0.0,0,0.0,9
76,15,16,120,0.0,0.0,0,0.0,9
82,31,16,50,0.0,0.0,0,0.0,9
82,42,16,50,0.0,0.0,0,0.0,9
3454,35,13,110,3857.57,192.19,1,214.68,7
82,44,16,50,269.76,13.44,1,0.0,9
4587,1,27,190,67.44,3.36,0,90.12,6
82,49,16,50,67.44,3.36,1,0.0,9
82,50,16,50,67.44,3.36,0,0.0,9
275,86,19,90,112.4,5.6,0,131.86,9
1902E,23,1,90,19451.2,969.1,1,9471.57,1
275,88,19,90,112.4,5.6,0,131.86,9
1902E,62,1,90,13141.81,654.75,1,5268.1,1
2426,12,15,50,22.48,1.12,0,26.36,7
76,39,16,120,0.0,0.0,0,0.0,9
76,40,16,120,0.0,0.0,0,0.0,9
76,41,16,120,0.0,0.0,0,0.0,9
76,42,16,120,22.48,1.12,0,0.0,9
76,43,16,120,316.97,15.79,0,0.0,9
76,043A,16,120,316.97,15.79,0,0.0,9
76,44,16,120,316.97,15.79,0,0.0,9
76,45,16,120,316.97,15.79,0,0.0,9
2439,14,15,30,337.2,16.8,0,406.5,7
4593,9,27,190,764.32,38.08,0,907.46,6
76,48,16,120,0.0,0.0,0,0.0,9
4600,021A,27,200,382.16,19.04,0,459.22,6
76,54,16,120,0.0,0.0,0,0.0,9
76,56,16,120,0.0,0.0,0,0.0,9
76,57,16,120,0.0,0.0,0,0.0,9
76,58,16,120,0.0,0.0,0,0.0,9
76,058A,16,120,0.0,0.0,0,0.0,9
3732,53,12,180,1948.27,97.07,1,973.22,
3732,57,12,180,2322.93,115.73,1,1877.78,
3732,58,12,180,1948.27,97.07,1,1907.66,
2438,033A,15,30,337.2,16.8,1,6.52,7
2439,5,15,30,337.2,16.8,0,395.46,7
1915,48,24,10,5338.26,265.96,1,2131.98,11
